# weapon-combos.txt
#
# Vagrant Story weapon combination tables
#
# Lines beginning with "--" identify item types
#
# It is possible for a different combination to result from swapped items.
# For example usually A + B = C but sometimes B + A = D
#
# Taken from Combination Guide
# Author:  Jay Tilton
# Email:  tiltonj@erols.com
# Copyright Jay Tilton, 2000

--Dagger + Dagger
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Battle Knife      |Battle Knife      | Battle Knife      |
Short Sword       |Pole Axe          | Corcesca          |
Short Sword       |Bardysh           | Trident           |
Short Sword       |Brandestoc        | Awl Pike          |
Firangi           |Spear             | Scimitar          |
Firangi           |Glaive            | Scimitar          |
Firangi           |Scorpion          | Rapier            |
Firangi           |Corcesca          | Claymore          | Norse Sword
Firangi           |Trident           | Light Crossbow    |
Firangi           |Awl Pike          | Kudi              |
Firangi           |Boar Spear        | Trident           |
Firangi           |Fauchard          | Trident           |
Firangi           |Voulge            | Trident           |
Firangi           |Pole Axe          | Trident           |
Firangi           |Bardysh           | Trident           |
Firangi           |Brandestoc        | Trident           |
Shamshir          |Spear             | Rapier            |
Shamshir          |Glaive            | Scimitar          |
Shamshir          |Scorpion          | Rapier            |
Shamshir          |Corcesca          | Short Sword       |
Shamshir          |Trident           | Katana            |
Shamshir          |Awl Pike          | Target Bow        |
Shamshir          |Boar Spear        | Cinquedea         |
Shamshir          |Fauchard          | Awl Pike          |
Shamshir          |Voulge            | Awl Pike          |
Shamshir          |Pole Axe          | Awl Pike          |
Shamshir          |Bardysh           | Awl Pike          |
Shamshir          |Brandestoc        | Awl Pike          |
Falchion          |Spear             | Short Sword       |
Falchion          |Glaive            | Rapier            |
Falchion          |Scorpion          | Rapier            |
Falchion          |Corcesca          | Short Sword       |
Falchion          |Trident           | Firangi           |
Falchion          |Awl Pike          | Executioner       |
Falchion          |Boar Spear        | Windlass          |
Falchion          |Fauchard          | Kris              |
Falchion          |Voulge            | Boar Spear        |
Falchion          |Pole Axe          | Boar Spear        |
Falchion          |Bardysh           | Boar Spear        |
Falchion          |Brandestoc        | Boar Spear        |
Shotel            |Spear             | Firangi           |
Shotel            |Glaive            | Short Sword       |
Shotel            |Scorpion          | Rapier            |
Shotel            |Corcesca          | Short Sword       |
Shotel            |Trident           | Firangi           |
Shotel            |Awl Pike          | Shamshir          |
Shotel            |Boar Spear        | Claymore          |
Shotel            |Fauchard          | Cranequin         |
Shotel            |Voulge            | Hatchet           |
Shotel            |Pole Axe          | Fauchard          |
Shotel            |Bardysh           | Fauchard          |
Shotel            |Brandestoc        | Fauchard          |
Khora             |Spear             | Shamshir          |
Khora             |Glaive            | Firangi           |
Khora             |Scorpion          | Short Sword       |
Khora             |Corcesca          | Short Sword       |
Khora             |Trident           | Firangi           |
Khora             |Awl Pike          | Shamshir          |
Khora             |Boar Spear        | Falchion          |
Khora             |Fauchard          | Schiavona         |
Khora             |Voulge            | Lug Crossbow      |
Khora             |Pole Axe          | Khukuri           |
Khora             |Bardysh           | Voulge            |
Khora             |Brandestoc        | Voulge            |
Khopesh           |Spear             | Falchion          |
Khopesh           |Glaive            | Shamshir          |
Khopesh           |Scorpion          | Firangi           |
Khopesh           |Corcesca          | Short Sword       |
Khopesh           |Trident           | Firangi           |
Khopesh           |Awl Pike          | Shamshir          |
Khopesh           |Boar Spear        | Falchion          |
Khopesh           |Fauchard          | Shotel            |
Khopesh           |Voulge            | Bastard Sword     |
Khopesh           |Pole Axe          | Siege Bow         |
Khopesh           |Bardysh           | Baselard          |
Khopesh           |Brandestoc        | Pole Axe          |
Wakizashi         |Spear             | Shotel            |
Wakizashi         |Glaive            | Falchion          |
Wakizashi         |Scorpion          | Shamshir          |
Wakizashi         |Corcesca          | Firangi           |
Wakizashi         |Trident           | Firangi           |
Wakizashi         |Awl Pike          | Shamshir          |
Wakizashi         |Boar Spear        | Falchion          |
Wakizashi         |Fauchard          | Shotel            |
Wakizashi         |Voulge            | Khora             |
Wakizashi         |Pole Axe          | Nodachi           |
Wakizashi         |Bardysh           | Arbalest          |
Wakizashi         |Brandestoc        | Stiletto          |
Rhomphaia         |Spear             | Spear             |
Rhomphaia         |Glaive            | Glaive            |
Rhomphaia         |Scorpion          | Scorpion          |
Rhomphaia         |Corcesca          | Corcesca          |
Rhomphaia         |Trident           | Trident           |
Rhomphaia         |Awl Pike          | Awl Pike          |
Rhomphaia         |Boar Spear        | Boar Spear        |
Rhomphaia         |Fauchard          | Fauchard          |
Rhomphaia         |Voulge            | Voulge            |
Rhomphaia         |Pole Axe          | Pole Axe          |
Rhomphaia         |Bardysh           | Bardysh           |
Rhomphaia         |Brandestoc        | Brandestoc        |

--Sword + Crossbow
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Spatha            |Gastraph Bow      | Gastraph Bow      |
Spatha            |Light Crossbow    | Gastraph Bow      |
Spatha            |Target Bow        | Gastraph Bow      |
Spatha            |Windlass          | Gastraph Bow      |
Spatha            |Cranequin         | Light Crossbow    |
Spatha            |Lug Crossbow      | Target Bow        |
Spatha            |Siege Bow         | Windlass          |
Spatha            |Arbalest          | Cranequin         |
Scimitar          |Gastraph Bow      | Battle Knife      |
Scimitar          |Light Crossbow    | Hand Axe          |
Scimitar          |Target Bow        | Light Crossbow    |
Scimitar          |Windlass          | Light Crossbow    |
Scimitar          |Cranequin         | Light Crossbow    |
Scimitar          |Lug Crossbow      | Light Crossbow    |
Scimitar          |Siege Bow         | Target Bow        |
Scimitar          |Arbalest          | Windlass          |
Rapier            |Gastraph Bow      | Broad Sword       |
Rapier            |Light Crossbow    | Scramasax         |
Rapier            |Target Bow        | Battle Axe        |
Rapier            |Windlass          | Target Bow        |
Rapier            |Cranequin         | Target Bow        |
Rapier            |Lug Crossbow      | Target Bow        |
Rapier            |Siege Bow         | Target Bow        |
Rapier            |Arbalest          | Target Bow        |
Short Sword       |Gastraph Bow      | Spatha            |
Short Sword       |Light Crossbow    | Norse Sword       |
Short Sword       |Target Bow        | Dirk              |
Short Sword       |Windlass          | Francisca         |
Short Sword       |Cranequin         | Windlass          |
Short Sword       |Lug Crossbow      | Windlass          |
Short Sword       |Siege Bow         | Windlass          |
Short Sword       |Arbalest          | Windlass          |
Firangi           |Gastraph Bow      | Scimitar          |
Firangi           |Light Crossbow    | Scimitar          |
Firangi           |Target Bow        | Katana            |
Firangi           |Windlass          | Throwing Knife    |
Firangi           |Cranequin         | Tabarzin          |
Firangi           |Lug Crossbow      | Cranequin         |
Firangi           |Siege Bow         | Cranequin         |
Firangi           |Arbalest          | Cranequin         |
Shamshir          |Gastraph Bow      | Rapier            |
Shamshir          |Light Crossbow    | Scimitar          |
Shamshir          |Target Bow        | Rapier            |
Shamshir          |Windlass          | Executioner       |
Shamshir          |Cranequin         | Kudi              |
Shamshir          |Lug Crossbow      | Chamkaq           |
Shamshir          |Siege Bow         | Lug Crossbow      |
Shamshir          |Arbalest          | Lug Crossbow      |
Falchion          |Gastraph Bow      | Short Sword       |
Falchion          |Light Crossbow    | Rapier            |
Falchion          |Target Bow        | Rapier            |
